questionnaire_id,survey_version,survey_language,old_questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_respect,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,micro_speak_micro,micro_speak_eng,pni_smarter,english_simpler_pni,pni_politer_eng,kitti_need_eng,kolonia_need_pni,kitti_need_pni,want_children_pni,want_children_eng,meing_important,want_children_meing,micro_pni_pni,schools_teach_pni,eng_important_pni,quiet,stupid,loud,kindhearted,feminine,badtempered,masculine,honest,modern,greedy,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,smart,ugly,educated,current_village
149,2b,pni,57376,18 -- 24,Male,Pohnpei State,FSM,Nett,30 - 39 years,20 - 29 years,20 - 29 years,No,"Some high school, no diploma",Public school,Public school,Well,Mortlockese,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really disagree,Really agree,NA,Really disagree,,Really disagree,Agree somewhat,Really agree,Disagree somewhat,Really agree,NA,Agree somewhat,Agree somewhat,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really disagree,Really agree,Really disagree,Agree somewhat,
150,2b,pni,57888,35 -- 44,Female,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,20 - 29 years,No,No schooling completed,Public school,NA,Not at all,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really disagree,Really agree,
151,2b,pni,58133,45 -- 54,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,20 - 29 years,Yes,"Some high school, no diploma",Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really disagree,Really disagree,NA,Really disagree,Really agree,
152,2b,pni,58496,35 -- 44,Male,Pohnpei State,FSM,Nett,40 or more years,40 or more years,20 - 29 years,Yes,"Some high school, no diploma",Public school,Public school,Not at all,NA,NA,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,NA,Agree somewhat,Really disagree,Really disagree,NA,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Really agree,Really disagree,Really agree,
153,2b,pni,60411,25 -- 34,Female,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,5 - 9 years,Yes,"Some high school, no diploma",Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,
154,2b,pni,60429,25 -- 34,Male,Pohnpei State,FSM,Uh,20 - 29 years,20 - 29 years,20 - 29 years,No,"Some college, no degree",Public school,NA,Somewhat well,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,Agree,Agree,Agree,Agree,Agree,Disagree,NA,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Really agree,
155,2b,pni,60518,35 -- 44,Female,Pohnpei State,FSM,Madolenihmw,40 or more years,40 or more years,20 - 29 years,No,"Some high school, no diploma",Public school,Public school,Very well,Pohnpeian,Pohnpeian,Mokilese,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,NA,Agree,NA,Agree,NA,Disagree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Really disagree,NA,Really agree,Really agree,Really agree,Really agree,Really agree,Agree somewhat,Really agree,
156,2b,pni,60966,25 -- 34,Female,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,30 - 39 years,No,No schooling completed,Public school,NA,Not at all,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really agree,Really disagree,Really agree,
157,2b,pni,61548,18 -- 24,Male,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,"Some high school, no diploma",Public school,Public school,Somewhat well,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,Really disagree,NA,Really disagree,NA,Really agree,NA,Really agree,,NA,NA,Really agree,NA,Really agree,Really agree,Disagree somewhat,Really agree,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really disagree,Disagree somewhat,Really agree,
158,2b,pni,63428,55 -- 64,Male,Pohnpei State,FSM,Nett,40 or more years,40 or more years,40 or more years,No,Kingergarten - 8th grade,Public school,NA,Somewhat well,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really agree,Really disagree,Really agree,
159,2b,pni,63635,18 -- 24,Male,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,10 - 19 years,No,"Some high school, no diploma",Public school,Public school,Somewhat well,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,NA,Agree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,NA,Disagree somewhat,NA,Disagree somewhat,Agree somewhat,Disagree somewhat,Really agree,Really disagree,Disagree somewhat,NA,Really agree,Really agree,Really agree,Really disagree,Agree somewhat,
160,2b,pni,64063,45 -- 54,Male,Pohnpei State,FSM,Uh,40 or more years,40 or more years,40 or more years,Yes,Trade/Technical/vocational training,Public school,Public school,Somewhat well,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,
161,2b,pni,64658,35 -- 44,Female,Pohnpei State,NA,Nett,40 or more years,40 or more years,10 - 19 years,Yes,"Some college, no degree",Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Disagree somewhat,NA,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really agree,
162,2b,pni,65212,35 -- 44,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,30 - 39 years,No,"Some high school, no diploma",Public school,Public school,Not at all,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,
163,1,eng,15683,35 -- 44,Male,Kosrae State,FSM,Kitti,20 - 29 years,10 - 19 years,10 - 19 years,Yes,"Some college, no degree",Public school,Public school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,,,NA
164,1,eng,17470,18 -- 24,Female,Pohnpei State,FSM,Sokehs,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"Some college, no degree",Private school,Private school,Not at all,Other,English,English,Mokilese,English,English,English,English,Other,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Mokilese,Pohnpeian,Pohnpeian,English,English,English,Mokilese,Pohnpeian,Mokilese,English,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,NA,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,,,,NA
165,1,eng,17727,18 -- 24,Male,Kosrae State,FSM,Kitti,10 - 19 years,0 - 4 years,10 - 19 years,No,"High school, diploma, or GED",Private school,Public school,Not at all,English,English,English,Kosraean,English,English,English,Kosraean,English,English,English,Kosraean,English,Kosraean,Kosraean,Kosraean,Kosraean,Kosraean,English,English,English,English,English,English,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,Really disagree,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,,,NA
166,1,eng,18793,18 -- 24,Female,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,40 or more years,Yes,"Some college, no degree",Public school,Public school,Well,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,Really disagree,Really disagree,Agree somewhat,Really agree,Really disagree,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Really agree,Disagree somewhat,,,,NA
167,1,eng,20113,18 -- 24,Female,Pohnpei State,FSM,Sokehs,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Associate degree,Public school,Public school,Not at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mortlockese,NA,NA,NA,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,,,,NA
