questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,children,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,quiet,stupid,loud,kindhearted,feminine,masculine,honest,modern,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,current_village,badtempered
42,35 -- 44,Female,US Mainland,USA,Uh,10 - 19 years,10 - 19 years,0 - 4 years,Yes,Bachelor's degree,Public school,Public school,1,Somewhat well,Pohnpeian,Pohnpeian,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Awak Pah,NA
43,25 -- 34,Female,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Bachelor's degree,Public school,Public school,1,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Kahmar,NA
44,45 -- 54,Female,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,40 or more years,Yes,"Some college, no degree",Public school,Public school,4,Not at all,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Really agree,Disagree somewhat,Disagree somewhat,Really agree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Really disagree,Agree somewhat,Really disagree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really disagree,Really agree,Really agree,Really disagree,Kitti,NA
45,35 -- 44,Female,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,20 - 29 years,No,Associate degree,Public school,Public school,5,Somewhat well,Pohnpeian,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Other,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Other,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Really disagree,Really disagree,Disagree somewhat,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really disagree,Disagree somewhat,Really disagree,Really agree,Really agree,Really disagree,Enipein Pah,NA
46,45 -- 54,Male,Pohnpei State,FSM,Madolenihmw,40 or more years,40 or more years,10 - 19 years,Yes,Trade/Technical/vocational training,Both,Private school,7,Very well,English,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,Sapwalap,NA
47,25 -- 34,Female,Pohnpei State,FSM,Kitti,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Associate degree,Public school,Public school,2,Well,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree somewhat,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Agree somewhat,Really agree,Disagree somewhat,Agree somewhat,Really agree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Wone,NA
48,25 -- 34,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,30 - 39 years,Yes,"High school, diploma, or GED",Public school,Private school,2,Well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really disagree,Kahmar,NA
49,55 -- 64,Male,Pohnpei State,FSM,Sokehs,40 or more years,40 or more years,40 or more years,Yes,Bachelor's degree,Public school,Public school,5,Well,English,English,English,Mortlockese,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Mortlockese,Pohnpeian,Mortlockese,Mortlockese,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really agree,Really agree,Really disagree,Disagree somewhat,Disagree somewhat,Really disagree,Roie,NA
5,25 -- 34,Female,Philippines,Philippines,Nett,5 - 9 years,0 - 4 years,0 - 4 years,Yes,Bachelor's degree,Private school,Private school,2,Not at all,Pohnpeian,English,English,English,English,English,English,English,English,Pohnpeian,,Pohnpeian,,,,Kosraean,,,,Kosraean,Kosraean,Kosraean,Kosraean,Kosraean,Kosraean,Agree,Agree,,Agree,,,,,Agree,Agree,Agree,,Agree,,,Agree,,Agree,,,Agree,Agree,Agree,,,,Agree,,,,,,,,Agree,Agree,,,NA,NA,NA,Really disagree,NA,NA,Really disagree,NA,Really disagree,Really disagree,Really disagree,NA,NA,NA,NA,NA,NA,Really disagree,Really disagree,NA,NA,Really disagree,NA,NA,NA,NA,Nahnpohnmal,NA
50,18 -- 24,Female,Guam,USA,Kitti,20 - 29 years,20 - 29 years,0 - 4 years,Yes,"Some college, no degree",Both,Public school,2,Well,English,English,English,Pohnpeian,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Really disagree,Disagree somewhat,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Really agree,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Wone,NA
51,35 -- 44,Female,Pohnpei State,FSM,Madolenihmw,30 - 39 years,30 - 39 years,30 - 39 years,Yes,Master's degree,Public school,Public school,1,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Really agree,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Elieliwi,NA
52,25 -- 34,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,0 - 4 years,No,Associate degree,Public school,Private school,2,Well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree somewhat,Really disagree,Really agree,Really agree,Agree somewhat,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Disagree somewhat,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really agree,Disagree somewhat,Nett,NA
53,25 -- 34,Female,Pohnpei State,FSM,Nett,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"High school, diploma, or GED",Public school,Public school,4,Somewhat well,English,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Disagree somewhat,Really disagree,Really agree,Disagree somewhat,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Agree somewhat,Disagree somewhat,Nett,NA
6,35 -- 44,Female,Pohnpei State,FSM,Sokehs,40 or more years,40 or more years,40 or more years,Yes,Associate degree,Public school,Public school,1,Well,Pohnpeian,English,English,Mokilese,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Mokilese,Pohnpeian,Mokilese,Mokilese,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Really agree,Really agree,Disagree somewhat,Really agree,Disagree somewhat,Really disagree,Eir,NA
7,35 -- 44,Female,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,20 - 29 years,Yes,Master's degree,Public school,Private school,3,Somewhat well,Pohnpeian,English,English,,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Disagree,Agree,,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,,,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Really agree,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Agree somewhat,Really agree,Really disagree,Really agree,Really agree,Really disagree,Nahnpohnmal,NA
8,18 -- 24,Male,Pohnpei State,FSM,Sokehs,20 - 29 years,20 - 29 years,5 - 9 years,Yes,Associate degree,Public school,Public school,2,Somewhat well,English,Pohnpeian,English,Mokilese,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Mokilese,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Nahnpohnmal_sokehs,NA
9,25 -- 34,Female,Philippines,Philippines,Nett,5 - 9 years,5 - 9 years,5 - 9 years,Yes,Bachelor's degree,Public school,Private school,0,Somewhat well,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Really agree,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Kolonia,NA
